sampling_period,patch,date,time,treatment,divers,observer,quad_id,transect,heading,quadrat,shoot_count,distance_patch,above_ground,below_ground,shoot_bag_num,percent_total_n,percent_total_c,total_grunt_nh4_rate,mean_sand_depth,sd_sand_depth,original_cuke_density,final_cuke_density,true_seagrass_area,total_reef_area,log_original_cuke_density,log_final_cuke_density,prop_dd,lat,lon,total_cuke_excretion,patch_size,grunt_pee_m2,cuke_pee_m2,log_grunt_pee_m2,log_cuke_pee_m2,scale_log_og_cukes,scale_log_cukes_final,scale_log_grunt_pee_m2,scale_log_cuke_pee_m2,scale_distance,scale_sand,scale_seagrass_area,scale_reef_area,scale_patch_size,cont_treatment,scale_cont_treatment,mean_blade_height,sd_blade_height,n_blade_height,se_blade_height,shoot_count_offset,above_ground_offset,below_ground_offset,mean_height_offset,sd_height_offset,percent_total_n_offset,observer_offset,shoot_prop,height_prop,above_prop,below_prop,percent_total_n_prop
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,1_3,1,60,3,82,2.8,NA,NA,T1Q3,NA,NA,2441.8901545292315,9.25,1.5,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,0.5474601311584703,-0.9805927666671252,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,9.66,0.8018728078691786,5,0.3586084215408223,22,0.059,0.553,7.24,1.1304866208850062,0.01972,HW,3.727272727272727,1.3342541436464088,NA,NA,NA
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,2_1,2,330,1,210,0.7,NA,NA,T2Q1,NA,NA,2441.8901545292315,7.375,1.8874586088176875,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,-0.6773125764498767,-1.2409519043718529,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,12.6,2.15522620622523,5,0.963846460801719,458,1.539,9.864,9.5,1.5763882770434445,0.01907,RM,0.4585152838427948,1.3263157894736841,NA,NA,NA
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,2_2,2,330,2,111,1.2,NA,NA,T2Q2,NA,NA,2441.8901545292315,7.125,1.1086778913041726,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,-0.38570002701931794,-1.2756664560658166,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,9.82,2.623356628443796,5,1.1732007500849972,248,0.487,3.121,6.64,0.6949820141557621,0.01899,HW,0.4475806451612903,1.4789156626506026,NA,NA,NA
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,2_3,2,330,3,35,2.7,NA,NA,T2Q3,NA,NA,2441.8901545292315,9.25,1.5,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,0.48913762127235866,-0.9805927666671252,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,7.4,1.347219358530748,5,0.6024948132556827,54,0.168,1.457,6.52,1.4549914089093445,0.01972,HW,0.6481481481481481,1.1349693251533743,NA,NA,NA
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,3_1,3,150,1,229,0,NA,NA,T3Q1,NA,NA,2441.8901545292315,7.375,1.8874586088176875,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,-1.0855701456526592,-1.2409519043718529,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,9.28,1.9867058161690672,5,0.888481851249647,208,0.734,3.565,11.379999999999999,2.6873779042032777,0.01907,RM,1.1009615384615385,0.8154657293497364,NA,NA,NA
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,3_2,3,150,2,175,0.6,NA,NA,T3Q2,NA,NA,2441.8901545292315,7.125,1.1086778913041726,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,-0.7356350863359886,-1.2756664560658166,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,7.18,2.4803225596683993,5,1.1092339699089637,171,0.417,2.328,11.459999999999999,1.3557285864065856,0.01899,HW,1.023391812865497,0.6265270506108203,NA,NA,NA
1,Cooda,2019-07-05,10:00:00,dd,"RM, HW",NA,3_3,3,150,3,30,2.1,NA,NA,T3Q3,NA,NA,2441.8901545292315,9.25,1.5,0.13247979141172497,0.13247979141172497,15.096642126981733,12.433979929054322,-2.021325162835218,-1.9661786341666805,1,24.81475,-76.267879,31.2,27.530622056036055,161.75054916118873,2.0666847460229096,5.089619029941237,0.7686334523613705,-0.5225246700221483,0.24288422002458038,0.7399058934386803,0.35434520194908975,0.139202561955688,-0.9805927666671252,-0.7585667188089911,-0.5291697197891332,-0.7181648998427866,NA,NA,10.280000000000001,2.646129248543994,5,1.1833849753989614,52,0.647,1.434,10.96,1.7854971296532516,0.01972,RM,0.5769230769230769,0.9379562043795621,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,1_1,1,60,1,304,0,NA,NA,T1Q1,NA,NA,3512.749333396922,5.75,3.4034296427770228,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,-1.0855701456526592,-1.466596490382617,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,12.62,2.2785960589801784,5,1.0190191362285597,224,0.878,2.01,11.22,1.2235195135346226,0.01893,RM,1.3571428571428572,1.1247771836007128,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,1_2,1,60,2,198,1.7,NA,NA,T1Q2,NA,NA,3512.749333396922,8,0.816496580927726,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,-0.09408747758875913,-1.1541655251369436,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,12.360000000000001,2.0983326714322494,5,0.9384028985462481,182,0.427,1.546,8.62,1.0109401564880092,0.01901,HW,1.0879120879120878,1.4338747099767983,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,1_3,1,60,3,53,3.3,NA,NA,T1Q3,NA,NA,3512.749333396922,6.75,0.9574271077563381,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,0.8390726805890291,-1.3277382836067622,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,7.74,0.5319774431308159,5,0.23790754506740655,21,0.079,0.754,7.42,1.0521406750050106,0.01789,HW,2.5238095238095237,1.0431266846361187,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,2_1,2,330,1,359,0,NA,NA,T2Q1,NA,NA,3512.749333396922,5.75,3.4034296427770228,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,-1.0855701456526592,-1.466596490382617,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,9.7,1.1979148550710934,5,0.5357238094391547,306,1.362,5.889,10.78,1.9562719647329199,0.01893,RM,1.173202614379085,0.8998144712430427,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,2_2,2,330,2,179,2.5,NA,NA,T2Q2,NA,NA,3512.749333396922,8,0.816496580927726,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,0.372492601500135,-1.1541655251369436,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,9.68,2.279692961782354,5,1.0195096860746347,184,0.708,3.686,11.48,2.913245612714452,0.01901,HW,0.9728260869565217,0.8432055749128919,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,2_3,2,330,3,63,4,NA,NA,T2Q3,NA,NA,3512.749333396922,6.75,0.9574271077563381,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,1.2473302497918115,-1.3277382836067622,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,11.42,1.5270887335056864,5,0.6829348431585551,54,0.359,1.092,6.64,1.5915401345866207,0.01789,RM,1.1666666666666667,1.7198795180722892,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,3_1,3,150,1,312,2,NA,NA,T3Q1,NA,NA,3512.749333396922,5.75,3.4034296427770228,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,0.08088005206957619,-1.466596490382617,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,9.540000000000001,2.106656118117051,5,0.9421252570651104,282,0.798,3.611,9.04,2.3093289068471816,0.01893,RM,1.1063829787234043,1.0553097345132745,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,3_2,3,150,2,86,3.5,NA,NA,T3Q2,NA,NA,3512.749333396922,8,0.816496580927726,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,0.9557177003612527,-1.1541655251369436,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,9.620000000000001,2.447856204927079,5,1.0947145746723208,162,0.726,3.291,8.12,1.1819475453673904,0.01901,HW,0.5308641975308642,1.184729064039409,NA,NA,NA
1,IMC,2019-07-05,11:30:00,ft,"RM, HW",NA,3_3,3,150,3,91,5.7,NA,NA,T3Q3,NA,NA,3512.749333396922,6.75,0.9574271077563381,0.255564187330268,0.255564187330268,62.60658102038002,24.57929258007572,-1.3642816784617846,-1.3353154042761914,0,24.811689,-76.262752,192,87.18587360045574,56.10830804278281,3.0667702479632157,4.0375231570492245,1.1495912771884307,0.17548310176467266,0.6577909343676069,0.21176958612651833,0.6010371102002259,2.2388129178557117,-1.3277382836067622,0.25458519903692545,-0.2405841674211279,0.02251227840509301,NA,NA,8.36,1.2259690045021532,5,0.548270006474912,48,0.608,1.657,7.68,1.411382301150188,0.01789,RM,1.8958333333333333,1.0885416666666667,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",RG,1_1,1,60,1,137,0,NA,NA,T1Q1,NA,NA,3731.8054040805896,17.75,3.774917217635375,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,-1.0855701456526592,0.19970199092764054,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,16.44,1.558204094462596,5,0.6968500556073736,115,1.239,1.555,19.04,5.466991860246364,0.01776,RM,1.191304347826087,0.8634453781512607,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",HW,1_2,1,60,2,212,1.4,NA,NA,T1Q2,NA,NA,3731.8054040805896,16.75,4.112987559751022,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,-0.26905500724709447,0.06084378415178575,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,9.86,1.5662056059151361,5,0.7004284403134982,233,0.591,3.434,8.9,0.8306623862918074,0.01685,HW,0.9098712446351931,1.1078651685393257,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",HW,1_3,1,60,3,111,2.9,NA,NA,T1Q3,NA,NA,3731.8054040805896,22.875,2.5940637360455634,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,0.605782641044582,0.9113503006538963,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,8.22,1.1054410884348382,5,0.49436828377233094,120,0.303,1.869,6.92,0.6723094525588643,0.01705,RM,0.925,1.1878612716763006,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",RG,2_1,2,330,1,145,0,NA,NA,T2Q1,NA,NA,3731.8054040805896,17.75,3.774917217635375,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,-1.0855701456526592,0.19970199092764054,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,13.52,2.599423012901132,5,1.1624973118248487,285,1.242,5.532,13.68,4.092920717531674,0.01776,HW,0.5087719298245614,0.9883040935672515,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",HW,2_2,2,330,2,316,1.2,NA,NA,T2Q2,NA,NA,3731.8054040805896,16.75,4.112987559751022,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,-0.38570002701931794,0.06084378415178575,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,11.200000000000001,2.415574465836232,5,1.0802777420645115,229,0.724,9.144,6.92,0.7563068160475614,0.01685,RM,1.3799126637554586,1.6184971098265897,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",RG,2_3,2,330,3,124,2.7,NA,NA,T2Q3,NA,NA,3731.8054040805896,22.875,2.5940637360455634,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,0.48913762127235866,0.9113503006538963,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,7.06,1.3612494260788504,5,0.6087692502089769,174,0.555,4.432,5.36,0.9736529155710467,0.01705,HW,0.7126436781609196,1.3171641791044775,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",HW,3_1,3,150,1,178,0.1,NA,NA,T3Q1,NA,NA,3731.8054040805896,17.75,3.774917217635375,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,-1.0272476357665472,0.19970199092764054,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,22.54,4.124681805909397,5,1.8446137807140008,215,0.649,5.693,15.88,3.0744105126023755,0.01776,RM,0.827906976744186,1.4193954659949621,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",RG,3_2,3,150,2,204,1.9,NA,NA,T3Q2,NA,NA,3731.8054040805896,16.75,4.112987559751022,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,0.022557542183464372,0.06084378415178575,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,11.16,1.8008331405213538,5,0.8053570636680356,303,0.983,4.888,6.68,1.005982107196743,0.01685,HW,0.6732673267326733,1.6706586826347307,NA,NA,NA
1,Check5,2019-07-07,12:00:00,half,"HW, RG",HW,3_3,3,150,3,115,3.4,NA,NA,T3Q3,NA,NA,3731.8054040805896,22.875,2.5940637360455634,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,0.16666666666666666,24.846717,-76.250533,75.6,44.32146855223101,146.63930509176075,2.970661721218116,4.991906086303142,1.118674301019808,0.8261880845274576,0.6063367007127655,0.6908554650896263,0.5810166056946293,0.8973951904751408,0.9113503006538963,-0.5378048058442195,-0.37618141831264507,-0.5096904322775194,-0.5,0,8.52,1.825376673456742,5,0.8163332652783422,180,0.307,2.73,6.18,1.0084641788382966,0.01705,RM,0.6388888888888888,1.3786407766990292,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RG,1_1,1,60,1,136,0,NA,NA,T1Q1,NA,NA,19838.287759994084,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,-1.0855701456526592,-0.3383735603287968,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,19.86,4.0936536248197655,5,1.8307375562870831,182,1.226,2.207,21.82,2.6845856291055425,0.01641,NA,0.7472527472527473,0.9101741521539871,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RM,1_2,1,60,2,245,1.4,NA,NA,T1Q2,NA,NA,19838.287759994084,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,-0.26905500724709447,-1.2062373526778893,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,17.08,3.5506337462486885,5,1.5878916839633612,212,1.347,5.121,10,1.5858751527153705,0.016819999999999998,NA,1.1556603773584906,1.7079999999999997,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RG,1_3,1,60,3,71,3,NA,NA,T1Q3,NA,NA,19838.287759994084,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,0.6641051509306938,-1.5186683179235625,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,9.42,5.777715811633521,5,2.5838730618975845,85,0.282,2.597,8.58,1.2891857895586658,0.01857,NA,0.8352941176470589,1.097902097902098,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RM,2_1,2,330,1,247,0.2,NA,NA,T2Q1,NA,NA,19838.287759994084,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,-0.9689251258804356,-0.3383735603287968,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,23.58,1.4237275020171516,5,0.6367102951892639,214,2.246,9.947,22.1,5.704822521341045,0.01641,NA,1.1542056074766356,1.066968325791855,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RG,2_2,2,330,2,136,2,NA,NA,T2Q2,NA,NA,19838.287759994084,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,0.08088005206957619,-1.2062373526778893,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,14.42,2.8437651098499677,5,1.2717704195333368,242,1.813,6.998,13.6,1.349073756323204,0.016819999999999998,NA,0.5619834710743802,1.0602941176470588,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RG,2_3,2,330,3,52,3,NA,NA,T2Q3,NA,NA,19838.287759994084,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,0.6641051509306938,-1.5186683179235625,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,7.8,2.622022120425379,5,1.1726039399558574,43,0.253,2.065,10.78,1.9110206696946004,0.01857,NA,1.2093023255813953,0.7235621521335808,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RM,3_1,3,150,1,217,0.1,NA,NA,T3Q1,NA,NA,19838.287759994084,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,-1.0272476357665472,-0.3383735603287968,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,13.3,4.632493928760188,5,2.07171426601257,211,2.628,15.147,16.38,1.8552627846210898,0.01641,NA,1.028436018957346,0.8119658119658121,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RG,3_2,3,150,2,99,2.2,NA,NA,T3Q2,NA,NA,19838.287759994084,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,0.19752507184179982,-1.2062373526778893,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,11.86,1.8662797217994946,5,0.8346256645946132,231,0.532,0.615,9.86,2.6444281045246814,0.016819999999999998,NA,0.42857142857142855,1.2028397565922921,NA,NA,NA
1,CT15,2019-07-07,13:30:00,zero,"RM, RG",RM,3_3,3,150,3,117,2.8,NA,NA,T3Q3,NA,NA,19838.287759994084,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,0.5,24.883417,-76.258817,0,82.5091055977004,929.027637871322,0,6.834759868947636,-2.4064789070070094,0.4399661770113674,-1.680969312513574,1.6159403520845306,-1.701721049478948,0.5474601311584703,-1.5186683179235625,-0.6251321026477175,0.6285003775904223,-0.03555428301107162,-1,-1.2236643728386054,7.9,2.2147234590350098,5,0.9904544411531505,124,0.896,3.402,6.98,1.143241006962224,0.01857,NA,0.9435483870967742,1.1318051575931232,NA,NA,NA
1,FFA,2019-07-07,10:00:00,zero,"RM, HW",RM,1_1,1,60,1,310,0,NA,NA,T1Q1,NA,NA,789.6869721325511,27.625,6.574889099191458,0.3921476241023302,0,35.70084105965851,13.242487039961153,-0.9361169179868996,-4.891386666278263,0.5,24.851025,-76.244734,0,48.94332809961966,22.119562136167353,0,3.1222336883946635,-2.4064789070070094,0.6303423881355164,-1.680969312513574,-0.24769196348317846,-1.701721049478948,-1.0855701456526592,1.5709267828392066,-0.31918110496596935,-0.5099587305047292,-0.45230561201121255,-1,-1.2236643728386054,17.2,3.07001628660175,5,1.372953021774598,316,1.355,4.506,8.06,0.6655824516917497,0.01776,HW,0.9810126582278481,2.1339950372208434,NA,NA,NA
1,FFA,2019-07-07,10:00:00,zero,"RM, HW",HW,1_2,1,60,2,307,1.2,NA,NA,T1Q2,NA,NA,789.6869721325511,24.375,2.9261749776799064,0.3921476241023302,0,35.70084105965851,13.242487039961153,-0.9361169179868996,-4.891386666278263,0.5,24.851025,-76.244734,0,48.94332809961966,22.119562136167353,0,3.1222336883946635,-2.4064789070070094,0.6303423881355164,-1.680969312513574,-0.24769196348317846,-1.701721049478948,-0.38570002701931794,1.1196376108176787,-0.31918110496596935,-0.5099587305047292,-0.45230561201121255,-1,-1.2236643728386054,12.14,1.7756688880531752,5,0.7941032678436728,280,0.974,2.321,8.08,2.4913851568956575,0.01825,RM,1.0964285714285715,1.5024752475247525,NA,NA,NA
