sampling_period,patch,date,time,treatment,divers,observer,transect,heading,quadrat,shoot_count,distance_patch,above_ground,below_ground,shoot_bag_num,percent_total_n,percent_total_c,total_grunt_nh4_rate_ug,total_grunt_nh4_rate,mean_sand_depth,sd_sand_depth,original_cuke_density,final_cuke_density,true_seagrass_area,total_reef_area,log_original_cuke_density,log_final_cuke_density,lat,lon,total_cuke_excretion_initial,total_cuke_excretion_final,patch_size,grunt_pee_m2,cuke_pee_final_m2,log_grunt_pee_m2,log_cuke_pee_m2,scale_log_og_cukes,scale_log_cukes_final,scale_log_grunt_pee_m2,scale_log_cuke_pee_m2,scale_distance,scale_sand,scale_seagrass_area,scale_reef_area,scale_patch_size,cont_treatment,scale_cont_treatment,mean_blade_height,sd_blade_height,n_blade_height,se_blade_height
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,1,90,3,85,2.6,0.282,2.597,T1Q3,0.01857,0.36861,103660.32468061846,7399.023888695108,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,0.5379100267727527,-1.6088910609123213,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,8.58,1.2891857895586658,5,0.5765414122159831
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,2,0,1,214,0,2.246,9.947,T2Q1,0.01641,0.36034999999999995,103660.32468061846,7399.023888695108,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-1.1134580729115289,-0.40035196166887976,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,22.1,5.704822521341045,5,2.5512741914580643
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,2,0,2,242,1,1.813,6.998,T2Q2,0.016819999999999998,0.36751,103660.32468061846,7399.023888695108,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-0.47831649610988214,-1.2889836522890574,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,13.6,1.349073756323204,5,0.6033241251599342
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,2,0,3,43,2.6,0.253,2.065,T2Q3,0.01857,0.36861,103660.32468061846,7399.023888695108,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,0.5379100267727527,-1.6088910609123213,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,10.78,1.9110206696946004,5,0.8546344247688598
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,3,180,1,211,1,2.628,15.147,T3Q1,0.01641,0.36034999999999995,103660.32468061846,7399.023888695108,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-0.47831649610988214,-0.40035196166887976,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,16.38,1.8552627846210898,5,0.8296987405076616
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,3,180,2,231,2,0.532,0.615,T3Q2,0.016819999999999998,0.36751,103660.32468061846,7399.023888695108,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,0.15682508069176462,-1.2889836522890574,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,9.86,2.6444281045246814,5,1.1826242006656214
0,CT15,2019-05-28,11:00:00,zero,"RM, HW",NA,3,180,3,124,3.8,0.896,3.402,T3Q3,0.01857,0.36861,103660.32468061846,7399.023888695108,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,1.3000799189347287,-1.6088910609123213,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,6.98,1.143241006962224,5,0.5112729212465686
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,1,90,1,220,0.1,1.656,3.638,T1Q1,0.02165,0.38522,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.049943915231364,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,26.24,6.911078063515127,5,3.0907280695654866
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,1,90,2,211,1.8,1.316,7.777,T1Q2,0.01725,0.36618,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.0297967653314353,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,18.46,3.993494710150497,5,1.7859451279364662
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,1,90,3,84,3.4,0.069,3.596,T1Q3,0.019299999999999998,0.37395,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.04602328821407,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,7.7,0.8062257748298547,5,0.3605551275463988
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,2,0,1,209,0.1,1.296,3.345,T2Q1,0.02165,0.38522,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.049943915231364,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,18.96,2.3849528297222156,5,1.0665833300778709
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,2,0,2,207,2.3,1.922,8.537,T2Q2,0.01725,0.36618,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.3473675537322585,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,16.04,1.575753787874235,5,0.7046985170979146
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,2,0,3,12,4.5,0.063,0.516,T2Q3,0.019299999999999998,0.37395,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.7446790226958817,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,9.14,1.4275853739794337,5,0.6384355879804946
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,3,180,1,216,0,2.245,2.361,T3Q1,0.02165,0.38522,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.1134580729115289,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,23.52,6.505536103965606,5,2.9093641917092468
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,3,180,2,205,2.2,0.912,4.387,T3Q2,0.01725,0.36618,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.2838533960520941,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,13.94,4.169892084934573,5,1.8648324321504064
0,Vancouver,2019-05-28,14:00:00,half,"RM, HW",NA,3,180,3,24,4.2,0.197,1.162,T3Q3,0.019299999999999998,0.37395,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.5541365496553878,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,10.379999999999999,0.30331501776206177,5,0.13564659966250525
0,119,2019-05-29,08:00:00,natural,"RM, HW",RM,1,90,1,301,0.1,1.136,8.513,T1Q1,0.01645,0.35999000000000003,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.049943915231364,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.62,1.5990622251807465,5,0.715122367151245
0,119,2019-05-29,08:00:00,natural,"RM, HW",HW,1,90,2,196,1.3,0.505,8.359,T1Q2,0.01472,0.34374000000000005,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.2877740230693881,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.22,2.164948036327893,5,0.9681941953967705
0,119,2019-05-29,08:00:00,natural,"RM, HW",HW,1,90,3,81,2.8,0.465,0.438,T1Q3,0.016819999999999998,0.3636,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.6649383421330819,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,10.62,2.1510462570572484,5,0.9619771307052988
0,119,2019-05-29,08:00:00,natural,"RM, HW",HW,2,0,1,293,1.1,0.911,4.487,T2Q1,0.01645,0.35999000000000003,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.4148023384297174,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.92,2.5704085278414404,5,1.1495216396397243
0,119,2019-05-29,08:00:00,natural,"RM, HW",RM,2,0,2,251,2,0.405,3.845,T2Q2,0.01472,0.34374000000000005,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.15682508069176462,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,7.84,1.438054240979804,5,0.6431174076325411
0,119,2019-05-29,08:00:00,natural,"RM, HW",RM,2,0,3,141,3.8,0.315,7.955,T2Q3,0.016819999999999998,0.3636,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,1.3000799189347287,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.879999999999999,1.1300442469213317,5,0.5053711507397309
0,119,2019-05-29,08:00:00,natural,"RM, HW",HW,3,180,1,240,0.2,0.556,2.543,T3Q1,0.01645,0.35999000000000003,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.9864297575511995,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,10.040000000000001,1.5501612819316573,5,0.6932532004974804
0,119,2019-05-29,08:00:00,natural,"RM, HW",RM,3,180,2,309,1.6,0.748,11.423,T3Q2,0.01472,0.34374000000000005,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.09723155002889403,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.42,2.3015212360523636,5,1.0292715870944849
0,119,2019-05-29,08:00:00,natural,"RM, HW",HW,3,180,3,173,3.1,0.4,7.306,T3Q3,0.016819999999999998,0.3636,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.8554808151735761,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,7.5,1.036822067666386,5,0.4636809247747851
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",RM,1,90,1,236,0.4,0.667,5.221,T1Q1,0.01789,0.37584,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.8594014421908701,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,12.08,0.26832815729997517,5,0.12000000000000018
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",HW,1,90,2,157,1.7,0.241,2.039,T1Q2,0.01804,0.37213999999999997,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.03371739234872943,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,7.4799999999999995,1.2637246535539295,5,0.5651548460377914
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",RM,1,90,3,99,3.2,0.335,3.373,T1Q3,0.01865,0.37248,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.9189949728537409,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,5.84,0.8648699324175861,5,0.38678159211627433
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",HW,2,0,1,258,0.2,0.964,3.603,T2Q1,0.01789,0.37584,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.9864297575511995,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,11.08,2.021633003292141,5,0.9041017641836565
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",RM,2,0,2,241,1,1.198,3.035,T2Q2,0.01804,0.37213999999999997,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.47831649610988214,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,13.12,3.257606483294138,5,1.456845908117945
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",RM,2,0,3,99,3.3,0.228,3.517,T2Q3,0.01865,0.37248,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.9825091305339053,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,7.24,1.0899541274750972,5,0.4874423042781577
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",RM,3,180,1,313,0,0.968,9.386,T3Q1,0.01789,0.37584,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-1.1134580729115289,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,10.62,2.5213091837376864,5,1.1275637454263947
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",RM,3,180,2,246,0.5,0.81,6.246,T3Q2,0.01804,0.37213999999999997,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.7958872845107056,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,8.38,0.7429670248402687,5,0.3322649545167231
0,Check3,2019-05-30,09:00:00,zero,"RM, HW, RG",HW,3,180,3,55,2.2,0.075,1.043,T3Q3,0.01865,0.37248,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.2838533960520941,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,10.02,2.5626158510397152,5,1.1460366486286557
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,1,90,1,290,0.3,0.942,3.266,T1Q1,0.01712,0.39231,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-0.9229155998710349,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.98,2.01544039852336,5,0.9013323471395
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,1,90,2,236,2.1,0.808,4.612,T1Q2,0.01595,0.37237000000000003,1726.0426667063466,123.20076136376493,19.25,3.947573094109004,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,0.22033923837192934,0.36387129226447296,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.56,1.335290230624039,5,0.5971599450733446
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,1,90,3,137,3.6,0.352,3.725,T1Q3,0.01547,0.37073,1726.0426667063466,123.20076136376493,18.5,7.118052168020874,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,1.1730516035743994,0.25723548939005164,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,6.28,1.0663020210053062,5,0.47686476070265466
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,2,0,1,203,0.9,0.686,3.069,T2Q1,0.01712,0.39231,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-0.5418306537900468,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,8.92,1.4184498581197713,5,0.6343500610861481
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,2,0,2,266,2.5,NA,NA,T2Q2,0.01595,0.37237000000000003,1726.0426667063466,123.20076136376493,19.25,3.947573094109004,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,0.474395869092588,0.36387129226447296,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,6.2,0.812403840463596,5,0.36331804249169897
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,2,0,3,106,4,0.163,1.714,T2Q3,0.01547,0.37073,1726.0426667063466,123.20076136376493,18.5,7.118052168020874,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,1.4271082342950583,0.25723548939005164,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,5.9,1.1113055385446435,5,0.4969909455915671
0,Josh,2019-05-31,12:00:00,half,"HW, RG",NA,3,180,1,211,1.2,1.078,4.905,T3Q1,0.01712,0.39231,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-0.3512881807495528,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.92,0.9731392500562287,5,0.43520110293977865
